sl_no,SKU_NAME,FEED_DATE,VIEWS,UNITS
4356,C125OVFDU1,8/10/2019,429,0
4357,C125OVFDU1,8/11/2019,447,0
4358,C125OVFDU1,8/12/2019,418,0
4359,C125OVFDU1,8/13/2019,457,0
4360,C125OVFDU1,8/14/2019,392,0
4361,C125OVFDU1,8/15/2019,355,0
4362,C125OVFDU1,8/16/2019,362,0
4363,C125OVFDU1,8/17/2019,423,0
4364,C125OVFDU1,8/18/2019,517,0
4365,C125OVFDU1,8/19/2019,357,0
4366,C125OVFDU1,8/20/2019,445,1
4367,C125OVFDU1,8/21/2019,373,0
4368,C125OVFDU1,8/22/2019,345,0
4369,C125OVFDU1,8/23/2019,320,0
4370,C125OVFDU1,8/24/2019,424,0
4371,C125OVFDU1,8/25/2019,376,0
4372,C125OVFDU1,8/26/2019,397,0
4373,C125OVFDU1,8/27/2019,292,0
4374,C125OVFDU1,8/28/2019,316,0
4375,C125OVFDU1,8/29/2019,376,0
4376,C125OVFDU1,8/30/2019,330,0
4377,C125OVFDU1,8/31/2019,434,0
4378,B004WQ8HS6,5/1/2019,311,42
4379,B004WQ8HS6,5/2/2019,307,42
4380,B004WQ8HS6,5/3/2019,306,54
4381,B004WQ8HS6,5/4/2019,225,18
4382,B004WQ8HS6,5/5/2019,229,15
4383,B004WQ8HS6,5/6/2019,326,42
4384,B004WQ8HS6,5/7/2019,337,37
4385,B004WQ8HS6,5/8/2019,376,61
4386,B004WQ8HS6,5/9/2019,327,43
4387,B004WQ8HS6,5/10/2019,248,36
4388,B004WQ8HS6,5/11/2019,200,12
4389,B004WQ8HS6,5/12/2019,247,18
4390,B004WQ8HS6,5/13/2019,311,30
4391,B004WQ8HS6,5/14/2019,302,52
4392,B004WQ8HS6,5/15/2019,318,39
4393,B004WQ8HS6,5/16/2019,343,31
4394,B004WQ8HS6,5/17/2019,299,35
4395,B004WQ8HS6,5/18/2019,181,4
4396,B004WQ8HS6,5/19/2019,235,20
4397,B004WQ8HS6,5/20/2019,338,83
4398,B004WQ8HS6,5/21/2019,304,26
4399,B004WQ8HS6,5/22/2019,345,82
4400,B004WQ8HS6,5/23/2019,330,33
4401,B004WQ8HS6,5/24/2019,315,32
4402,B004WQ8HS6,5/25/2019,220,12
4403,B004WQ8HS6,5/26/2019,239,13
4404,B004WQ8HS6,5/27/2019,218,11
4405,B004WQ8HS6,5/28/2019,360,33
4406,B004WQ8HS6,5/29/2019,361,41
4407,B004WQ8HS6,5/30/2019,380,28
4408,B004WQ8HS6,5/31/2019,377,55
4409,B004WQ8HS6,6/1/2019,208,10
4410,B004WQ8HS6,6/2/2019,240,14
4411,B004WQ8HS6,6/3/2019,421,47
4412,B004WQ8HS6,6/4/2019,464,61
4413,B004WQ8HS6,6/5/2019,431,64
4414,B004WQ8HS6,6/6/2019,354,47
4415,B004WQ8HS6,6/7/2019,286,47
4416,B004WQ8HS6,6/8/2019,219,10
4417,B004WQ8HS6,6/9/2019,279,8
4418,B004WQ8HS6,6/10/2019,379,35
4419,B004WQ8HS6,6/11/2019,382,37
4420,B004WQ8HS6,6/12/2019,377,37
4421,B004WQ8HS6,6/13/2019,347,58
4422,B004WQ8HS6,6/14/2019,308,32
4423,B004WQ8HS6,6/15/2019,295,23
4424,B004WQ8HS6,6/16/2019,334,28
4425,B004WQ8HS6,6/17/2019,439,42
4426,B004WQ8HS6,6/18/2019,504,110
4427,B004WQ8HS6,6/19/2019,438,64
4428,B004WQ8HS6,6/20/2019,524,67
4429,B004WQ8HS6,6/21/2019,501,120
4430,B004WQ8HS6,6/22/2019,334,20
4431,B004WQ8HS6,6/23/2019,349,21
4432,B004WQ8HS6,6/24/2019,480,57
4433,B004WQ8HS6,6/25/2019,459,47
4434,B004WQ8HS6,6/26/2019,492,60
4435,B004WQ8HS6,6/27/2019,415,57
4436,B004WQ8HS6,6/28/2019,437,58
4437,B004WQ8HS6,6/29/2019,347,26
4438,B004WQ8HS6,6/30/2019,288,24
4439,B004WQ8HS6,7/1/2019,416,33
4440,B004WQ8HS6,7/2/2019,408,50
4441,B004WQ8HS6,7/3/2019,405,70
4442,B004WQ8HS6,7/4/2019,295,31
4443,B004WQ8HS6,7/5/2019,308,42
4444,B004WQ8HS6,7/6/2019,295,15
4445,B004WQ8HS6,7/7/2019,314,17
4446,B004WQ8HS6,7/8/2019,533,56
4447,B004WQ8HS6,7/9/2019,512,51
4448,B004WQ8HS6,7/10/2019,506,68
4449,B004WQ8HS6,7/11/2019,508,72
4450,B004WQ8HS6,7/12/2019,450,95
4451,B004WQ8HS6,7/13/2019,359,16
4452,B004WQ8HS6,7/14/2019,393,21
4453,B004WQ8HS6,7/15/2019,795,35
4454,B004WQ8HS6,7/16/2019,622,43
4455,B004WQ8HS6,7/17/2019,354,27
4456,B004WQ8HS6,7/18/2019,366,42
4457,B004WQ8HS6,7/19/2019,305,21
4458,B004WQ8HS6,7/20/2019,196,13
4459,B004WQ8HS6,7/21/2019,172,8
4460,B004WQ8HS6,7/22/2019,309,39
4461,B004WQ8HS6,7/23/2019,324,50
4462,B004WQ8HS6,7/24/2019,299,45
4463,B004WQ8HS6,7/25/2019,320,46
4464,B004WQ8HS6,7/26/2019,237,32
4465,B004WQ8HS6,7/27/2019,179,5
4466,B004WQ8HS6,7/28/2019,226,4
4467,B004WQ8HS6,7/29/2019,327,30
4468,B004WQ8HS6,7/30/2019,380,63
4469,B004WQ8HS6,7/31/2019,416,66
4470,B004WQ8HS6,8/1/2019,330,47
4471,B004WQ8HS6,8/2/2019,284,62
4472,B004WQ8HS6,8/3/2019,247,19
4473,B004WQ8HS6,8/4/2019,267,19
4474,B004WQ8HS6,8/5/2019,346,34
4475,B004WQ8HS6,8/6/2019,391,73
4476,B004WQ8HS6,8/7/2019,326,108
4477,B004WQ8HS6,8/8/2019,337,33
4478,B004WQ8HS6,8/9/2019,288,29
4479,B004WQ8HS6,8/10/2019,181,6
4480,B004WQ8HS6,8/11/2019,201,11
4481,B004WQ8HS6,8/12/2019,310,23
4482,B004WQ8HS6,8/13/2019,298,20
4483,B004WQ8HS6,8/14/2019,322,36
4484,B004WQ8HS6,8/15/2019,299,42
4485,B004WQ8HS6,8/16/2019,249,46
4486,B004WQ8HS6,8/17/2019,178,31
4487,B004WQ8HS6,8/18/2019,230,4
4488,B004WQ8HS6,8/19/2019,288,44
4489,B004WQ8HS6,8/20/2019,254,36
4490,B004WQ8HS6,8/21/2019,275,24
4491,B004WQ8HS6,8/22/2019,258,31
4492,B004WQ8HS6,8/23/2019,232,29
4493,B004WQ8HS6,8/24/2019,210,10
4494,B004WQ8HS6,8/25/2019,193,11
4495,B004WQ8HS6,8/26/2019,266,30
4496,B004WQ8HS6,8/27/2019,183,-2
4497,B004WQ8HS6,8/28/2019,187,3
4498,B004WQ8HS6,8/29/2019,211,0
4499,B004WQ8HS6,8/30/2019,146,0
4500,B004WQ8HS6,8/31/2019,140,2
4501,D014[Y8YEZ,5/1/2019,1036,198
4502,D014[Y8YEZ,5/2/2019,1059,221
4503,D014[Y8YEZ,5/3/2019,884,193
4504,D014[Y8YEZ,5/4/2019,741,73
4505,D014[Y8YEZ,5/5/2019,714,100
4506,D014[Y8YEZ,5/6/2019,967,176
4507,D014[Y8YEZ,5/7/2019,1043,162
4508,D014[Y8YEZ,5/8/2019,1306,256
4509,D014[Y8YEZ,5/9/2019,1214,194
4510,D014[Y8YEZ,5/10/2019,1083,212
4511,D014[Y8YEZ,5/11/2019,818,82
4512,D014[Y8YEZ,5/12/2019,876,78
4513,D014[Y8YEZ,5/13/2019,1325,242
4514,D014[Y8YEZ,5/14/2019,1276,259
4515,D014[Y8YEZ,5/15/2019,1375,219
4516,D014[Y8YEZ,5/16/2019,1284,193
4517,D014[Y8YEZ,5/17/2019,1144,212
4518,D014[Y8YEZ,5/18/2019,849,77
4519,D014[Y8YEZ,5/19/2019,809,83
4520,D014[Y8YEZ,5/20/2019,878,178
4521,D014[Y8YEZ,5/21/2019,1188,217
4522,D014[Y8YEZ,5/22/2019,1333,198
4523,D014[Y8YEZ,5/23/2019,1312,214
4524,D014[Y8YEZ,5/24/2019,960,157
4525,D014[Y8YEZ,5/25/2019,646,49
4526,D014[Y8YEZ,5/26/2019,662,65
4527,D014[Y8YEZ,5/27/2019,693,67
4528,D014[Y8YEZ,5/28/2019,1032,210
4529,D014[Y8YEZ,5/29/2019,1103,182
4530,D014[Y8YEZ,5/30/2019,1163,154
4531,D014[Y8YEZ,5/31/2019,919,140
4532,D014[Y8YEZ,6/1/2019,705,72
4533,D014[Y8YEZ,6/2/2019,718,62
4534,D014[Y8YEZ,6/3/2019,1026,131
4535,D014[Y8YEZ,6/4/2019,1052,210
4536,D014[Y8YEZ,6/5/2019,1088,148
4537,D014[Y8YEZ,6/6/2019,1061,206
4538,D014[Y8YEZ,6/7/2019,978,214
4539,D014[Y8YEZ,6/8/2019,782,59
4540,D014[Y8YEZ,6/9/2019,795,67
4541,D014[Y8YEZ,6/10/2019,1161,187
4542,D014[Y8YEZ,6/11/2019,1199,197
4543,D014[Y8YEZ,6/12/2019,1129,218
4544,D014[Y8YEZ,6/13/2019,1072,199
4545,D014[Y8YEZ,6/14/2019,936,155
4546,D014[Y8YEZ,6/15/2019,835,54
4547,D014[Y8YEZ,6/16/2019,874,64
4548,D014[Y8YEZ,6/17/2019,1182,209
4549,D014[Y8YEZ,6/18/2019,1288,260
4550,D014[Y8YEZ,6/19/2019,1334,235
4551,D014[Y8YEZ,6/20/2019,9393,4479
4552,D014[Y8YEZ,6/21/2019,1305,-3
4553,D014[Y8YEZ,6/22/2019,513,-4
4554,D014[Y8YEZ,6/23/2019,610,0
4555,D014[Y8YEZ,6/24/2019,777,-11
4556,D014[Y8YEZ,6/25/2019,731,-2
4557,D014[Y8YEZ,6/26/2019,810,125
4558,D014[Y8YEZ,6/27/2019,825,80
4559,D014[Y8YEZ,6/28/2019,719,142
4560,D014[Y8YEZ,6/29/2019,521,23
4561,D014[Y8YEZ,6/30/2019,761,85
4562,D014[Y8YEZ,7/1/2019,963,132
4563,D014[Y8YEZ,7/2/2019,1031,156
4564,D014[Y8YEZ,7/3/2019,940,132
4565,D014[Y8YEZ,7/4/2019,634,52
4566,D014[Y8YEZ,7/5/2019,876,105
4567,D014[Y8YEZ,7/6/2019,659,55
4568,D014[Y8YEZ,7/7/2019,871,62
4569,D014[Y8YEZ,7/8/2019,1232,200
4570,D014[Y8YEZ,7/9/2019,1133,132
4571,D014[Y8YEZ,7/10/2019,1196,217
4572,D014[Y8YEZ,7/11/2019,1133,173
4573,D014[Y8YEZ,7/12/2019,1058,123
4574,D014[Y8YEZ,7/13/2019,777,43
4575,D014[Y8YEZ,7/14/2019,927,55
4576,D014[Y8YEZ,7/15/2019,2256,195
4577,D014[Y8YEZ,7/16/2019,1703,198
4578,D014[Y8YEZ,7/17/2019,1067,148
4579,D014[Y8YEZ,7/18/2019,993,116
4580,D014[Y8YEZ,7/19/2019,1098,176
4581,D014[Y8YEZ,7/20/2019,627,48
4582,D014[Y8YEZ,7/21/2019,667,54
4583,D014[Y8YEZ,7/22/2019,1048,168
4584,D014[Y8YEZ,7/23/2019,1022,185
4585,D014[Y8YEZ,7/24/2019,1024,124
4586,D014[Y8YEZ,7/25/2019,994,153
4587,D014[Y8YEZ,7/26/2019,647,86
4588,D014[Y8YEZ,7/27/2019,764,57
4589,D014[Y8YEZ,7/28/2019,630,46
4590,D014[Y8YEZ,7/29/2019,1045,133
4591,D014[Y8YEZ,7/30/2019,1041,174
4592,D014[Y8YEZ,7/31/2019,973,131
4593,D014[Y8YEZ,8/1/2019,924,194
4594,D014[Y8YEZ,8/2/2019,871,150
4595,D014[Y8YEZ,8/3/2019,648,59
4596,D014[Y8YEZ,8/4/2019,676,53
4597,D014[Y8YEZ,8/5/2019,840,129
4598,D014[Y8YEZ,8/6/2019,1066,69
4599,D014[Y8YEZ,8/7/2019,865,70
4600,D014[Y8YEZ,8/8/2019,863,28
4601,D014[Y8YEZ,8/9/2019,767,62
4602,D014[Y8YEZ,8/10/2019,526,29
4603,D014[Y8YEZ,8/11/2019,655,42
4604,D014[Y8YEZ,8/12/2019,1217,154
4605,D014[Y8YEZ,8/13/2019,1185,109
4606,D014[Y8YEZ,8/14/2019,1150,141
4607,D014[Y8YEZ,8/15/2019,1123,169
4608,D014[Y8YEZ,8/16/2019,1001,128
4609,D014[Y8YEZ,8/17/2019,716,86
4610,D014[Y8YEZ,8/18/2019,894,83
4611,D014[Y8YEZ,8/19/2019,1296,180
4612,D014[Y8YEZ,8/20/2019,1144,105
4613,D014[Y8YEZ,8/21/2019,1237,153
4614,D014[Y8YEZ,8/22/2019,1091,109
4615,D014[Y8YEZ,8/23/2019,1179,172
4616,D014[Y8YEZ,8/24/2019,994,75
4617,D014[Y8YEZ,8/25/2019,947,66
4618,D014[Y8YEZ,8/26/2019,1554,142
4619,D014[Y8YEZ,8/27/2019,1426,188
4620,D014[Y8YEZ,8/28/2019,1352,183
4621,D014[Y8YEZ,8/29/2019,1393,82
4622,D014[Y8YEZ,8/30/2019,1357,-27
4623,D014[Y8YEZ,8/31/2019,919,8
4624,C024ZE\C:9,5/1/2019,138,15
4625,C024ZE\C:9,5/2/2019,131,2
4626,C024ZE\C:9,5/3/2019,146,2
4627,C024ZE\C:9,5/4/2019,121,2
4628,C024ZE\C:9,5/5/2019,100,3
4629,C024ZE\C:9,5/6/2019,119,4
4630,C024ZE\C:9,5/7/2019,156,3
4631,C024ZE\C:9,5/8/2019,135,8
4632,C024ZE\C:9,5/9/2019,138,4
4633,C024ZE\C:9,5/10/2019,140,1
4634,C024ZE\C:9,5/11/2019,143,23
4635,C024ZE\C:9,5/12/2019,162,17
4636,C024ZE\C:9,5/13/2019,229,15
4637,C024ZE\C:9,5/14/2019,150,5
4638,C024ZE\C:9,5/15/2019,133,0
4639,C024ZE\C:9,5/16/2019,135,2
4640,C024ZE\C:9,5/17/2019,150,0
4641,C024ZE\C:9,5/18/2019,117,14
4642,C024ZE\C:9,5/19/2019,122,11
4643,C024ZE\C:9,5/20/2019,160,4
4644,C024ZE\C:9,5/21/2019,110,0
4645,C024ZE\C:9,5/22/2019,120,11
4646,C024ZE\C:9,5/23/2019,133,3
4647,C024ZE\C:9,5/24/2019,144,15
4648,C024ZE\C:9,5/25/2019,119,6
4649,C024ZE\C:9,5/26/2019,148,13
4650,C024ZE\C:9,5/27/2019,112,0
4651,C024ZE\C:9,5/28/2019,181,1
4652,C024ZE\C:9,5/29/2019,155,3
4653,C024ZE\C:9,5/30/2019,134,1
4654,C024ZE\C:9,5/31/2019,121,2
4655,C024ZE\C:9,6/1/2019,157,10
4656,C024ZE\C:9,6/2/2019,288,26
4657,C024ZE\C:9,6/3/2019,280,31
4658,C024ZE\C:9,6/4/2019,151,4
4659,C024ZE\C:9,6/5/2019,118,0
4660,C024ZE\C:9,6/6/2019,158,0
4661,C024ZE\C:9,6/7/2019,104,0
4662,C024ZE\C:9,6/8/2019,81,0
4663,C024ZE\C:9,6/9/2019,79,0
4664,C024ZE\C:9,6/10/2019,105,0
4665,C024ZE\C:9,6/11/2019,107,0
4666,C024ZE\C:9,6/12/2019,125,4
4667,C024ZE\C:9,6/13/2019,149,4
4668,C024ZE\C:9,6/14/2019,115,11
4669,C024ZE\C:9,6/15/2019,57,1
4670,C024ZE\C:9,6/16/2019,51,0
4671,C024ZE\C:9,6/17/2019,74,0
4672,C024ZE\C:9,6/18/2019,83,0
4673,C024ZE\C:9,6/19/2019,60,0
4674,C024ZE\C:9,6/20/2019,147,7
4675,C024ZE\C:9,6/21/2019,74,0
4676,C024ZE\C:9,6/22/2019,78,0
4677,C024ZE\C:9,6/23/2019,67,0
4678,C024ZE\C:9,6/24/2019,147,8
4679,C024ZE\C:9,6/25/2019,134,7
4680,C024ZE\C:9,6/26/2019,91,1
4681,C024ZE\C:9,6/27/2019,104,7
4682,C024ZE\C:9,6/28/2019,68,-1
4683,C024ZE\C:9,6/29/2019,47,1
4684,C024ZE\C:9,6/30/2019,48,0
4685,C024ZE\C:9,7/1/2019,72,0
4686,C024ZE\C:9,7/2/2019,49,0
4687,C024ZE\C:9,7/3/2019,58,4
4688,C024ZE\C:9,7/4/2019,68,3
4689,C024ZE\C:9,7/5/2019,72,3
4690,C024ZE\C:9,7/6/2019,105,16
4691,C024ZE\C:9,7/7/2019,86,8
4692,C024ZE\C:9,7/8/2019,133,30
4693,C024ZE\C:9,7/9/2019,200,41
4694,C024ZE\C:9,7/10/2019,160,25
4695,C024ZE\C:9,7/11/2019,174,21
4696,C024ZE\C:9,7/12/2019,167,27
4697,C024ZE\C:9,7/13/2019,102,7
4698,C024ZE\C:9,7/14/2019,142,3
4699,C024ZE\C:9,7/15/2019,301,40
4700,C024ZE\C:9,7/16/2019,184,12
4701,C024ZE\C:9,7/17/2019,110,2
4702,C024ZE\C:9,7/18/2019,100,0
4703,C024ZE\C:9,7/19/2019,118,5
4704,C024ZE\C:9,7/20/2019,82,3
4705,C024ZE\C:9,7/21/2019,125,4
4706,C024ZE\C:9,7/22/2019,104,3
4707,C024ZE\C:9,7/23/2019,105,7
4708,C024ZE\C:9,7/24/2019,80,0
4709,C024ZE\C:9,7/25/2019,92,6
4710,C024ZE\C:9,7/26/2019,62,0
4711,C024ZE\C:9,7/27/2019,68,0
4712,C024ZE\C:9,7/28/2019,59,0
4713,C024ZE\C:9,7/29/2019,101,7
4714,C024ZE\C:9,7/30/2019,107,2
4715,C024ZE\C:9,7/31/2019,87,6
4716,C024ZE\C:9,8/1/2019,97,14
4717,C024ZE\C:9,8/2/2019,78,7
4718,C024ZE\C:9,8/3/2019,114,9
4719,C024ZE\C:9,8/4/2019,89,1
4720,C024ZE\C:9,8/5/2019,98,2
4721,C024ZE\C:9,8/6/2019,144,13
4722,C024ZE\C:9,8/7/2019,154,16
4723,C024ZE\C:9,8/8/2019,91,0
4724,C024ZE\C:9,8/9/2019,75,0
4725,C024ZE\C:9,8/10/2019,89,7
4726,C024ZE\C:9,8/11/2019,85,0
4727,C024ZE\C:9,8/12/2019,64,0
4728,C024ZE\C:9,8/13/2019,76,0
4729,C024ZE\C:9,8/14/2019,106,8
4730,C024ZE\C:9,8/15/2019,135,26
4731,C024ZE\C:9,8/16/2019,83,5
4732,C024ZE\C:9,8/17/2019,87,8
4733,C024ZE\C:9,8/18/2019,130,24
4734,C024ZE\C:9,8/19/2019,130,40
4735,C024ZE\C:9,8/20/2019,162,36
4736,C024ZE\C:9,8/21/2019,151,38
4737,C024ZE\C:9,8/22/2019,162,26
4738,C024ZE\C:9,8/23/2019,132,18
4739,C024ZE\C:9,8/24/2019,116,7
4740,C024ZE\C:9,8/25/2019,90,2
4741,C024ZE\C:9,8/26/2019,117,1
4742,C024ZE\C:9,8/27/2019,139,1
4743,C024ZE\C:9,8/28/2019,158,2
4744,C024ZE\C:9,8/29/2019,193,2
4745,C024ZE\C:9,8/30/2019,122,5
4746,C024ZE\C:9,8/31/2019,194,29
4747,C105HUP[UO,5/1/2019,529,71
4748,C105HUP[UO,5/2/2019,576,87
4749,C105HUP[UO,5/3/2019,515,83
4750,C105HUP[UO,5/4/2019,332,21
4751,C105HUP[UO,5/5/2019,364,17
4752,C105HUP[UO,5/6/2019,520,76
4753,C105HUP[UO,5/7/2019,613,68
4754,C105HUP[UO,5/8/2019,571,61
4755,C105HUP[UO,5/9/2019,700,104
4756,C105HUP[UO,5/10/2019,505,40
4757,C105HUP[UO,5/11/2019,244,14
4758,C105HUP[UO,5/12/2019,257,14
4759,C105HUP[UO,5/13/2019,571,74
4760,C105HUP[UO,5/14/2019,549,76
4761,C105HUP[UO,5/15/2019,603,77
4762,C105HUP[UO,5/16/2019,551,65
4763,C105HUP[UO,5/17/2019,471,70
4764,C105HUP[UO,5/18/2019,262,18
4765,C105HUP[UO,5/19/2019,325,23
4766,C105HUP[UO,5/20/2019,589,63
4767,C105HUP[UO,5/21/2019,609,102
4768,C105HUP[UO,5/22/2019,569,91
4769,C105HUP[UO,5/23/2019,524,67
4770,C105HUP[UO,5/24/2019,419,31
4771,C105HUP[UO,5/25/2019,249,21
4772,C105HUP[UO,5/26/2019,263,18
4773,C105HUP[UO,5/27/2019,267,22
4774,C105HUP[UO,5/28/2019,482,64
4775,C105HUP[UO,5/29/2019,543,61
4776,C105HUP[UO,5/30/2019,600,70
4777,C105HUP[UO,5/31/2019,501,57
4778,C105HUP[UO,6/1/2019,276,14
4779,C105HUP[UO,6/2/2019,340,16
4780,C105HUP[UO,6/3/2019,577,132
4781,C105HUP[UO,6/4/2019,543,84
4782,C105HUP[UO,6/5/2019,576,100
4783,C105HUP[UO,6/6/2019,531,65
4784,C105HUP[UO,6/7/2019,475,49
4785,C105HUP[UO,6/8/2019,288,8
4786,C105HUP[UO,6/9/2019,256,11
4787,C105HUP[UO,6/10/2019,601,95
4788,C105HUP[UO,6/11/2019,568,88
4789,C105HUP[UO,6/12/2019,602,79
4790,C105HUP[UO,6/13/2019,643,84
4791,C105HUP[UO,6/14/2019,560,69
4792,C105HUP[UO,6/15/2019,349,20
4793,C105HUP[UO,6/16/2019,315,13
4794,C105HUP[UO,6/17/2019,589,60
4795,C105HUP[UO,6/18/2019,588,76
4796,C105HUP[UO,6/19/2019,601,89
4797,C105HUP[UO,6/20/2019,656,81
4798,C105HUP[UO,6/21/2019,483,55
4799,C105HUP[UO,6/22/2019,317,20
4800,C105HUP[UO,6/23/2019,283,25
4801,C105HUP[UO,6/24/2019,551,78
4802,C105HUP[UO,6/25/2019,578,72
4803,C105HUP[UO,6/26/2019,519,72
4804,C105HUP[UO,6/27/2019,591,69
4805,C105HUP[UO,6/28/2019,457,42
4806,C105HUP[UO,6/29/2019,305,15
4807,C105HUP[UO,6/30/2019,271,29
4808,C105HUP[UO,7/1/2019,460,63
4809,C105HUP[UO,7/2/2019,563,86
4810,C105HUP[UO,7/3/2019,491,59
4811,C105HUP[UO,7/4/2019,356,7
4812,C105HUP[UO,7/5/2019,386,30
4813,C105HUP[UO,7/6/2019,315,12
4814,C105HUP[UO,7/7/2019,315,11
4815,C105HUP[UO,7/8/2019,528,65
4816,C105HUP[UO,7/9/2019,537,90
4817,C105HUP[UO,7/10/2019,676,115
4818,C105HUP[UO,7/11/2019,702,96
4819,C105HUP[UO,7/12/2019,652,65
4820,C105HUP[UO,7/13/2019,412,24
4821,C105HUP[UO,7/14/2019,425,13
4822,C105HUP[UO,7/15/2019,1340,187
4823,C105HUP[UO,7/16/2019,1122,176
4824,C105HUP[UO,7/17/2019,752,116
4825,C105HUP[UO,7/18/2019,738,93
4826,C105HUP[UO,7/19/2019,655,73
4827,C105HUP[UO,7/20/2019,357,15
4828,C105HUP[UO,7/21/2019,392,22
4829,C105HUP[UO,7/22/2019,707,109
4830,C105HUP[UO,7/23/2019,656,80
4831,C105HUP[UO,7/24/2019,671,138
4832,C105HUP[UO,7/25/2019,648,108
4833,C105HUP[UO,7/26/2019,519,63
4834,C105HUP[UO,7/27/2019,338,10
4835,C105HUP[UO,7/28/2019,337,24
4836,C105HUP[UO,7/29/2019,621,104
4837,C105HUP[UO,7/30/2019,680,115
4838,C105HUP[UO,7/31/2019,689,108
4839,C105HUP[UO,8/1/2019,630,59
4840,C105HUP[UO,8/2/2019,580,109
4841,C105HUP[UO,8/3/2019,404,28
4842,C105HUP[UO,8/4/2019,377,22
4843,C105HUP[UO,8/5/2019,617,54
4844,C105HUP[UO,8/6/2019,663,104
4845,C105HUP[UO,8/7/2019,604,87
4846,C105HUP[UO,8/8/2019,593,130
4847,C105HUP[UO,8/9/2019,572,70
4848,C105HUP[UO,8/10/2019,296,21
4849,C105HUP[UO,8/11/2019,353,19
4850,C105HUP[UO,8/12/2019,647,117
4851,C105HUP[UO,8/13/2019,655,69
4852,C105HUP[UO,8/14/2019,639,102
4853,C105HUP[UO,8/15/2019,640,164
4854,C105HUP[UO,8/16/2019,556,81
4855,C105HUP[UO,8/17/2019,338,24
4856,C105HUP[UO,8/18/2019,303,24
4857,C105HUP[UO,8/19/2019,598,96
4858,C105HUP[UO,8/20/2019,632,111
4859,C105HUP[UO,8/21/2019,682,73
4860,C105HUP[UO,8/22/2019,648,6
4861,C105HUP[UO,8/23/2019,507,92
4862,C105HUP[UO,8/24/2019,361,30
4863,C105HUP[UO,8/25/2019,340,19
4864,C105HUP[UO,8/26/2019,594,90
4865,C105HUP[UO,8/27/2019,659,96
4866,C105HUP[UO,8/28/2019,645,130
4867,C105HUP[UO,8/29/2019,569,137
4868,C105HUP[UO,8/30/2019,488,60
4869,C105HUP[UO,8/31/2019,300,13
4870,B227GVQ09Q,5/1/2019,550,62
4871,B227GVQ09Q,5/2/2019,556,70
4872,B227GVQ09Q,5/3/2019,512,79
4873,B227GVQ09Q,5/4/2019,305,25
4874,B227GVQ09Q,5/5/2019,289,30
4875,B227GVQ09Q,5/6/2019,521,63
4876,B227GVQ09Q,5/7/2019,549,75
4877,B227GVQ09Q,5/8/2019,558,124
4878,B227GVQ09Q,5/9/2019,575,62
4879,B227GVQ09Q,5/10/2019,472,154
4880,B227GVQ09Q,5/11/2019,280,19
4881,B227GVQ09Q,5/12/2019,278,33
4882,B227GVQ09Q,5/13/2019,548,63
4883,B227GVQ09Q,5/14/2019,580,66
4884,B227GVQ09Q,5/15/2019,633,87
4885,B227GVQ09Q,5/16/2019,568,102
4886,B227GVQ09Q,5/17/2019,552,58
4887,B227GVQ09Q,5/18/2019,272,25
4888,B227GVQ09Q,5/19/2019,303,18
4889,B227GVQ09Q,5/20/2019,522,65
4890,B227GVQ09Q,5/21/2019,579,70
4891,B227GVQ09Q,5/22/2019,525,66
4892,B227GVQ09Q,5/23/2019,525,82
4893,B227GVQ09Q,5/24/2019,466,40
4894,B227GVQ09Q,5/25/2019,285,21
4895,B227GVQ09Q,5/26/2019,268,23
4896,B227GVQ09Q,5/27/2019,333,36
4897,B227GVQ09Q,5/28/2019,498,102
4898,B227GVQ09Q,5/29/2019,649,99
4899,B227GVQ09Q,5/30/2019,609,69
4900,B227GVQ09Q,5/31/2019,522,78
4901,B227GVQ09Q,6/1/2019,279,16
4902,B227GVQ09Q,6/2/2019,300,18
4903,B227GVQ09Q,6/3/2019,533,119
4904,B227GVQ09Q,6/4/2019,489,47
4905,B227GVQ09Q,6/5/2019,628,66
4906,B227GVQ09Q,6/6/2019,585,55
4907,B227GVQ09Q,6/7/2019,556,75
4908,B227GVQ09Q,6/8/2019,315,25
4909,B227GVQ09Q,6/9/2019,273,8
4910,B227GVQ09Q,6/10/2019,522,83
4911,B227GVQ09Q,6/11/2019,594,68
4912,B227GVQ09Q,6/12/2019,590,74
4913,B227GVQ09Q,6/13/2019,713,56
4914,B227GVQ09Q,6/14/2019,583,108
4915,B227GVQ09Q,6/15/2019,349,14
4916,B227GVQ09Q,6/16/2019,299,20
4917,B227GVQ09Q,6/17/2019,627,91
4918,B227GVQ09Q,6/18/2019,703,97
4919,B227GVQ09Q,6/19/2019,675,175
4920,B227GVQ09Q,6/20/2019,660,75
4921,B227GVQ09Q,6/21/2019,557,79
4922,B227GVQ09Q,6/22/2019,304,21
4923,B227GVQ09Q,6/23/2019,307,14
4924,B227GVQ09Q,6/24/2019,625,83
4925,B227GVQ09Q,6/25/2019,671,77
4926,B227GVQ09Q,6/26/2019,602,77
4927,B227GVQ09Q,6/27/2019,712,90
4928,B227GVQ09Q,6/28/2019,619,86
4929,B227GVQ09Q,6/29/2019,325,21
4930,B227GVQ09Q,6/30/2019,343,25
4931,B227GVQ09Q,7/1/2019,584,72
4932,B227GVQ09Q,7/2/2019,573,66
4933,B227GVQ09Q,7/3/2019,528,59
4934,B227GVQ09Q,7/4/2019,272,16
